player_id;short_name;long_name;player_positions;overall;age;height_cm;weight_kg;league_name;club_name;club_position;nationality_name
237139;T. Oakley-Boothe;Tashan Oakley-Boothe;CM, CAM, CDM;62;22;182;68;League One;Lincoln City;SUB;England
237140;L. Fritzson;Nils Ludvig Fritzson;CM, LM;60;25;184;77;Allsvenskan;Östersunds FK;RCM;Sweden
237141;A. Ariano;Azmahar Anibal Ariano Navarro;CB;64;31;175;75;Primera Division;Deportivo Táchira;SUB;Panama
237152;D. Irandust;Daleho Irandust;CAM, CM;67;24;185;73;Eredivisie;FC Groningen;SUB;Sweden
237153;L. Blessing;Latif Blessing;CM, RB;70;25;160;64;Major League Soccer;New England;SUB;Ghana
237155;S. Gnaka;Silas Gnaka;CB, LB, RB;67;23;179;73;2. Bundesliga;Magdeburg;LCB;Côte d'Ivoire
237156;M. Wagué;Moussa Wagué;RB, RWB;70;22;177;70;La Liga;FC Barcelona;RES;Senegal
237160;R. Williams;Roshaun Omar Stuart Williams;CB;63;23;188;80;League Two;Doncaster Rovers;CB;England
237161;S. Longstaff;Sean Longstaff;CM;76;24;180;65;Premier League;Newcastle United;RCM;England
237169;C. Bramall;Cohen Conrad Bramall;LWB, LB;64;26;178;72;Championship;Rotherham United;LWB;England
237171;H. Acevedo;Humberto José Acevedo Serrano;GK;68;25;184;81;Liga BetPlay;Deportivo Cali;GK;Colombia
237175;L. Freestone;Lewis Jay Freestone;CB, LWB;64;22;187;74;League One;Cheltenham Town;LCB;England
237176;R. Schofield;Ryan Schofield;GK;66;22;190;70;Premiership;Hibernian;SUB;England
237179;C. Ndiaye;Pape Cherif Ndiaye;ST, LW;69;26;190;83;Super League;Shanghai SIPG;LW;Senegal
237181;Y. Severin;Yoan Severin;CB, LB;62;25;188;79;Super League;Servette;SUB;France
237183;M. Rojas;Matías Nicolás Rojas Romero;RW, RM, CM;73;26;186;78;Liga Profesional;Racing Club;RW;Paraguay
237184;K. Bare;Keidi Bare;CDM, CM;76;24;174;66;La Liga;Espanyol;SUB;Albania
237185;J. Davies;Jordan Andrew Davies;CM;63;23;178;74;National League;Wrexham;SUB;Wales
237188;N. Bishop;Nathan Bishop;GK;64;21;185;72;League Two;Mansfield Town;GK;England
237198;A. Leautey;Antoine Léautey;RW, RM, RWB;69;26;172;66;Ligue 2;Amiens SC;RWB;France
237201;K. McIntosh;Kendall Isaiah McIntosh;GK;61;28;183;79;Major League Soccer;Sporting KC;SUB;United States
237203;C. Paredes;Cristhian Fabián Paredes Maciel;CDM, CM;68;24;183;69;Major League Soccer;Portland Timbers;LDM;Paraguay
237204;R. Hackett;Reeco Lee Hackett-Fairchild;RM, LM;64;24;191;74;League One;Portsmouth;SUB;England
237205;A. Maynard-Brewer;Ashley Maynard-Brewer;GK;63;23;188;76;League One;Charlton Athletic;GK;Australia
237206;Alvaro Rodríguez;Álvaro Rodríguez Pérez;RB, RWB, RM;67;27;181;75;La Liga 2;Albacete;RB;Spain
237207;S. Kalu;Samuel Kalu Ojim;LM, RW;72;24;177;78;Championship;Watford;SUB;Nigeria
237208;P. Lewis;Paul James Lewis;CAM, CM;60;27;185;72;League Two;Tranmere Rovers;SUB;England
237209;M. Mitrović;Matej Mitrović;CB;71;27;187;85;Jupiler Pro League;Club Brugge;SUB;Croatia
237210;S. Kurt;Sinan Kurt;CDM, CM;65;26;178;72;Super Lig;Adana Demirspor;SUB;Germany
237211;Yuri Ribeiro;Yuri Oliveira Ribeiro;LB, LM;68;25;180;77;Ekstraklasa;Legia Warszawa;SUB;Portugal
237213;J. Knight;Josh Knight;CB, CM;67;24;185;78;League One;Peterborough United;SUB;England
237214;L. Abubakar;Alhassan Abubakar;CB;69;27;185;82;Major League Soccer;Colorado Rapids;RCB;Ghana
237215;N. DePuy;Nick DePuy;CB;64;27;196;93;Major League Soccer;LA Galaxy;SUB;United States
237217;N. Hansen;Niko Hansen;RM;66;27;178;77;Major League Soccer;Minnesota United;SUB;Denmark
237218;J. Hayes;Jacori Hayes;CDM, CM;64;27;170;68;Major League Soccer;Minnesota United;SUB;United States
237220;C. Odoi-Atsem;Chris Odoi-Atsem;RB, CB, LB;62;27;178;68;Major League Soccer;DC United;SUB;United States
237221;J. Foyth;Juan Marcos Foyth;RB, CB, CDM;79;24;187;69;La Liga;Villarreal;SUB;Argentina
237223;J. Gressel;Julian Gressel;RM, RWB;73;28;185;84;Major League Soccer;Vancouver Whitecaps;RM;Germany
237227;I. Rozas;Iván Marcelo Rozas Agüero;RW, CM;64;24;178;79;Primera Division;Ñublense;LCM;Chile
237232;B. Şen;Batuhan Ahmet Şen;GK;64;23;192;81;Super Lig;Fatih Karagümrük;SUB;Turkey
237233;O. Brennan;Oscar Brennan;CDM, CB, CM;58;25;184;78;Premier Division;Waterford United;RES;Republic of Ireland
237236;İ. Ünal;İsmail Ünal;GK;57;24;190;73;Super Lig;Alanyaspor;RES;Turkey
237238;S. McTominay;Scott McTominay;CDM, CM;80;25;193;88;Premier League;Manchester United;SUB;Scotland
237239;E. Bardhi;Enis Bardhi;LM, CM;76;26;172;64;Super Lig;Trabzonspor;LCM;North Macedonia
237242;F. Román;Andrés Felipe Román Mosquera;RB;71;26;183;80;Liga BetPlay;Atlético Nacional;RB;Colombia
237245;E. Segura;Eddie Livington Segura Martínez;CB;69;25;178;70;Major League Soccer;Los Angeles FC;RCB;Colombia
237247;Paulo Vinícius;Paulo Vinícius Souza dos Santos;CB;67;31;184;77;1. Division;APOEL;RCB;Hungary
237248;G. Berterame;Germán Berterame;ST, RM;75;22;178;72;Liga MX;Atlético San Luis;ST;Argentina
237250;S. Cleveland;Stefan Daniel Cleveland;GK;64;28;188;84;Major League Soccer;Seattle Sounders;SUB;United States
237252;J. Nerwinski;Jakob Nerwinski;CB, RB;64;27;183;79;Major League Soccer;Vancouver Whitecaps;RCB;United States
237253;A. Danladi;Abu Danladi;ST, RM;63;26;178;77;Major League Soccer;Minnesota United;SUB;Ghana
237254;K. Denkey;Ahoueke Steeve Kévin Denkey;ST;67;21;181;81;Jupiler Pro League;Cercle Brugge;LS;Togo
237255;M. Robinson;Miles Gordon Robinson;CB;73;25;188;84;Major League Soccer;Atlanta United;RES;United States
237256;J. Ebobisse;Jeremy Ebobisse;ST, RM;71;25;183;79;Major League Soccer;SJ Earthquakes;ST;Cameroon
237257;J. Yueill;Jackson William Yueill;CDM, CB, CM;70;25;178;74;Major League Soccer;SJ Earthquakes;CDM;United States
237268;F. de Vries;Francis de Vries;LB;64;27;188;80;;;;New Zealand
237283;N. Reniero;Gastón Nicolás Reniero;ST;71;27;183;77;Liga Profesional;Racing Club;SUB;Argentina
237286;A. Connolly;Aaron Anthony Connolly;ST;69;22;175;73;Championship;Hull City;SUB;Republic of Ireland
237291;G. Blanco Leschuk;Gustavo Ezequiel Blanco Leschuk;ST;72;30;190;88;La Liga 2;SD Eibar;SUB;Argentina
237295;E. Latte Lath;Emmanuel Delan Junior Latte Lath;ST, LW, CF;66;23;176;72;Super League;St. Gallen;ST;Côte d'Ivoire
237297;Y. Osorio;Yordan Hernando Osorio Paredes;CB;70;28;186;80;Serie B;Parma;RCB;Venezuela
237305;L. Ketterer;Logan Ketterer;GK;58;28;191;82;Major League Soccer;Montreal Impact;SUB;United States
237307;H. Wingo;Henry Wingo;RB;67;26;183;77;NB I.;Ferencváros;RES;United States
237310;D. Mitchell;Demetri Mitchell;LB, RM, LWB;64;25;179;71;Premiership;Hibernian;SUB;England
237316;B. Cooper;Brandon Cooper;CB;63;22;185;84;League One;Forest Green Rovers;SUB;Wales
237317;R. Macek;Roman Macek;CM, CAM;61;25;188;75;Super League;Lugano;SUB;Czech Republic
237321;M. Berisha;Mërgim Berisha;ST, CF;75;24;188;79;Bundesliga;FC Augsburg;LS;Germany
237325;C. Gilmour;Charlie Ian Gilmour;CM;55;23;185;76;Premiership;St. Johnstone;SUB;Scotland
237328;N. Tella;Nathan Tella;LM, ST;72;22;173;70;Championship;Burnley;LM;England
237329;J. Willock;Joseph Willock;CM;76;22;179;71;Premier League;Newcastle United;LCM;England
237331;T. De Smet;Thibault De Smet;LB, LM, LWB;67;24;182;65;Ligue 1;Reims;SUB;Belgium
237332;A. May;Alfie Ben May;ST;68;28;176;72;League One;Cheltenham Town;LS;England
237335;G. Kastanos;Grigoris Kastanos;CAM, CM;70;24;179;71;Serie A;Salernitana;SUB;Cyprus
237339;R. Koike;小池 龍太;RB, LB;70;25;170;67;J-League;Yokohama F. Marinos;SUB;Japan
237340;Carlinhos Junior;Carlos Antônio de Souza Júnior;ST, LM, LW;69;26;174;71;J-League;Shimizu S-Pulse;LM;Brazil
237341;S. Stubbs;Sam Alan Stubbs;CB;63;23;190;72;League One;Exeter City;SUB;England
237347;A. Abdallah;Abdel Hakim Abdallah;LB, LWB, LM;64;24;170;68;Ligue 2;Rodez;LWB;Comoros
237350;K. Larson;Karl Larson;RWB, CB;61;30;176;71;Allsvenskan;Sirius;SUB;Sweden
237364;K. Sarfo;Kingsley Sarfo;CAM, RM;69;27;166;66;1. Division;APOEL;RDM;Ghana
237368;B. Passi;Bryan Passi;CB;67;24;189;78;Ligue 2;Niort;RCB;Congo
237371;L. Bengtsson;Erik Martin Leo Bengtsson;LW;66;23;179;65;Allsvenskan;Häcken;LW;Sweden
237374;O. Atasayar;Onur Atasayar;LB, LM;63;27;184;74;Super Lig;Ümraniyespor;LB;Turkey
237375;H. Sawyer;Harrison Hickey Sawyer;ST;58;25;195;81;Super League;Jamshedpur;SUB;Australia
237376;Juanjo Nieto;Juan José Nieto Zarzoso;RB;70;27;175;71;La Liga 2;Huesca;SUB;Spain
237378;A. Dobre;Mihai Alexandru Dobre;LM, ST;68;23;178;71;Liga Portugal;Famalicão;SUB;Romania
237382;F. Melegoni;Filippo Melegoni;CM, CAM;67;23;186;74;Jupiler Pro League;Standard Liège;RM;Italy
237383;A. Bastoni;Alessandro Bastoni;CB;84;23;190;75;Serie A;Inter;LCB;Italy
237385;I. Harkes;Ian Andrew Harkes;CM;66;27;180;73;Premiership;Dundee United;RW;United States
237386;K. Dewsbury-Hall;Kiernan Dewsbury-Hall;CM, CDM;76;23;177;70;Premier League;Leicester City;LCM;England
237391;M. De Luca;Manuel De Luca;ST;67;23;192;82;Serie A;Sampdoria;RES;Italy
237393;F. Antonucci;Francesco Antonucci;CAM, CM;66;23;172;66;Eredivisie;FC Volendam;SUB;Belgium
237397;B. Kallman;Brent Kallman;CB;64;31;188;86;Major League Soccer;Minnesota United;LCB;United States
237399;E. Louro;Evan Michael Louro;GK;60;26;191;104;Major League Soccer;Cincinnati;RES;United States
237407;C. Durkin;Christopher James Durkin;CM, CDM;67;22;182;75;Major League Soccer;DC United;LDM;United States
237409;Y. Segawa;瀬川 祐輔;LM, CF, ST;67;27;170;67;J-League;Shonan Bellmare;LS;Japan
237410;V. Kravets;Vasyl Kravets;LB, RWB;67;24;183;79;La Liga 2;Leganés;SUB;Ukraine
237414;W. Popp;ポープ・ウィリアム;GK;63;26;192;86;J-League;Oita Trinita;SUB;Japan
237415;J. Williams;Jordan Williams;RWB;67;22;179;75;League One;Barnsley;RWB;England
237417;C. Carp;Cătălin Carp;CDM, CM, CB;64;27;184;77;Liga 1;Dinamo Bucureşti;SUB;Moldova
237419;A. Abedzadeh;Amir Abedzadeh;GK;70;29;186;86;La Liga 2;Ponferradina;GK;Iran
237422;Y. Gómez;Yulián Andrés Gómez Mosquera;LB;69;24;174;63;Liga BetPlay;Independiente Medellín;RB;Colombia
237424;Paik Seung Ho;백승호 Seung Ho Paik;CM, CDM;70;25;180;78;K League 1;Jeonbuk Motors;LCM;Korea Republic
237426;H. Nakabayashi;中林 洋次;GK;61;35;182;73;J-League;Yokohama F. Marinos;RES;Japan
237428;S. Nakahara;中原 彰吾;CM, CAM;63;27;177;68;J-League;Vegalta Sendai;SUB;Japan
237429;G. Miura;三浦 弦太;CB;70;26;183;77;J-League;Gamba Osaka;RCB;Japan
237435;R. Meshino;食野 亮太郎;LW, ST;68;23;171;68;J-League;Gamba Osaka;SUB;Japan
237438;Erik Expósito;Erik Alexander Expósito Hernández;ST;67;26;190;83;Ekstraklasa;Śląsk Wrocław;ST;Spain
237439;T. Shimakawa;島川 俊郎;CB, CDM, CM;64;31;180;76;J-League;Sagan Tosu;RCB;Japan
237440;H. Delcroix;Hannes Delcroix;CB, LB;72;23;183;78;Jupiler Pro League;Anderlecht;LB;Belgium
237442;Eric Curbelo;Eric Curbelo de la Fe;CB, RB;75;28;177;77;La Liga 2;Las Palmas;LCB;Spain
237443;T. Okubo;大久保 択生;GK;64;31;190;92;J-League;Shimizu S-Pulse;SUB;Japan
237453;A. Onaiwu;奥奈 武;ST, LW;70;26;180;75;Ligue 1;Toulouse;SUB;Japan
237456;L. Agbenyenu;Lumor Agbenyenu;LB, LM;68;25;175;67;La Liga 2;Málaga;SUB;Ghana
237461;C. Colmán;Cristian Ariel Colmán Ortíz;ST;71;28;185;85;Liga Profesional;Barracas Central;ST;Paraguay
237469;Nouhou;Nouhou Tolo;LB, CB;70;25;178;79;Major League Soccer;Seattle Sounders;LB;Cameroon
237477;M. Tavernier;Marcus Tavernier;CAM, CM, RM;72;23;177;70;Premier League;AFC Bournemouth;LM;England
237490;P. Sontheimer;Patrick Sontheimer;CM, CDM;67;23;168;65;3. Liga;Viktoria Köln;CDM;Germany
237494;O. Gnjatić;Ognjen Gnjatić;CDM, CM, CB;68;29;190;81;2. Bundesliga;Erzgebirge Aue;SUB;Bosnia and Herzegovina
237495;A. Ferrante;Jonathan Alexis Ferrante;ST, CF;64;27;175;74;Serie B;Ternana;SUB;Italy
237496;D. Mihailovic;Djordje Mihailovic;CAM, CM, CF;76;23;178;69;Eredivisie;AZ;SUB;United States
237497;D. Barbosa;Diego Armando Barbosa Zaragoza;RWB, RM;70;24;173;71;Liga MX;Atlas;SUB;Mexico
237498;T. Figueroa;Francisco Antonio Figueroa Díaz;RM;66;22;172;66;Liga MX;Querétaro;SUB;Mexico
237499;A. Sabiri;Abdelhamid Sabiri;CAM, CM, LM;72;25;186;80;Serie A;Sampdoria;SUB;Morocco
237500;D. Lippert;Dennis Lippert;LB;63;26;172;63;3. Liga;Bayreuth;LB;Germany
237502;D. Johnsen;Dennis Tørset Johnsen;LW, RW, ST;73;24;185;75;Serie B;Venezia;SUB;Norway
237503;C. Oduor;Clarke Oduor;LWB, LB;63;23;176;70;League Two;Hartlepool United;LWB;Kenya
237506;C. Owens;Charlie Owens;CM, CDM;57;24;185;80;League Two;Colchester United;RES;Northern Ireland
237507;Park Yi Young;박이영 朴易扬;RB, LB;65;27;186;74;2. Bundesliga;St. Pauli;RES;Korea Republic
237509;B. Lasme;Bryan Lasme;ST, RM;68;23;188;85;2. Bundesliga;DSC Arminia Bielefeld;SUB;France
237510;J. Leguizamón;José Ramón Leguizamón Ortega;CB;69;29;178;80;Liga Profesional;Central Cordoba SdE;SUB;Paraguay
237511;A. Sampsted;Alfons Sampsted;RB;70;24;180;72;Eredivisie;FC Twente;SUB;Iceland
237512;G. Togni;Gastón Alberto Togni;LM, LWB, LW;70;24;180;76;Liga Profesional;Defensa y Justicia;LM;Argentina
237520;M. Camara;Mohamed Mady Camara;CM, CDM;76;25;182;80;Serie A;Roma;SUB;Guinea
237522;Jorge Cuenca;Jorge Cuenca Barreno;CB;73;22;190;75;La Liga;Villarreal;RES;Spain
237524;S. Kaba;Sory Kaba;ST;70;27;191;80;Superliga;Midtjylland;ST;Guinea
237525;A. Bodart;Arnaud Bodart;GK;72;24;186;81;Jupiler Pro League;Standard Liège;GK;Belgium
237534;J. Vargas;Jefre José Vargas Belisario;RB, RM;67;27;182;81;Primera Division;Metropolitanos;RB;Venezuela
237535;T. Matsumoto;松本 大志;CM;65;22;180;70;J-League;Sanfrecce Hiroshima;SUB;Japan
237537;V. Kostevych;Volodymyr Kostevych;LB;66;29;174;66;Premier League;Dynamo Kyiv;RES;Ukraine
237538;F. Rogić;Filip Roberto Rogić;CM, CB;66;29;182;77;Allsvenskan;Sirius;RCM;Sweden
237539;L. Singh;Luther Wesley Singh;LW, RW;67;24;171;65;Liga Portugal;Chaves;SUB;South Africa
237540;P. Förster;Philipp Förster;CAM, CF, CM;72;27;188;82;Bundesliga;VfL Bochum 1848;CAM;Germany
237544;L. Vido;Luca Vido;ST;68;25;182;75;Serie B;Palermo;SUB;Italy
237548;O. Haddadi;Oussama Haddadi;CB, LB;68;30;185;76;2. Bundesliga;SpVgg Greuther Fürth;LCB;Tunisia
237550;H. Ndam;Hassan Ndam;CB, RB;63;23;193;95;Major League Soccer;New York RB;SUB;Cameroon
237553;A. Yiğiter;Abdullah Yiğiter;GK;65;22;189;79;Super Lig;Hatayspor;SUB;Turkey
237554;M. Bokadi;Merveille Bopé Bokadi;CB, CDM;70;26;186;85;Jupiler Pro League;Standard Liège;CB;Congo DR
237556;C. Luyindama;Christian Luyindama Nekadio;CB;72;28;191;91;Super Lig;Antalyaspor;RCB;Congo DR
237560;M. Djenepo;Moussa Djenepo;LM;74;24;177;65;Premier League;Southampton;SUB;Mali
237563;A. Badji;Aliou Badji;ST;68;24;189;75;Ligue 2;Bordeaux;SUB;Senegal
237566;K. Zachariassen;Kristoffer Zachariassen;CAM, CDM;74;28;180;74;NB I.;Ferencváros;CAM;Norway
237570;T. Plavotic;Tin Plavotić;CB;67;25;197;92;Bundesliga;Ried;LCB;Croatia
237575;J. Pourtau;Jerónimo Pourtau;GK;65;22;193;91;Liga Profesional;Estudiantes;SUB;Argentina
237576;N. Insfrán;Nelson Federico Insfrán;GK;64;26;179;82;Liga Profesional;Central Cordoba SdE;SUB;Argentina
237580;D. Schmidt;シュミット・ダニエル;GK;70;30;196;90;Jupiler Pro League;Sint-Truiden;GK;Japan
237582;K. Nagato;永藤 克弥;LB;69;26;173;73;J-League;Yokohama F. Marinos;LB;Japan
237586;A. Dossena;Alberto Dossena;CB;60;23;195;86;Serie B;Cagliari;RES;Italy
237591;A. Mehremić;Adi Mehremić;CB;64;30;189;85;Super Lig;İstanbulspor;SUB;Bosnia and Herzegovina
237592;M. Blauensteiner;Michael Blauensteiner;RB, RWB;63;27;182;78;Bundesliga;Austria Klagenfurt;SUB;Austria
237594;L. Šimić;Lorenco Šimić;CB;64;25;195;89;Serie B;Ascoli;SUB;Croatia
237595;M. Friedl;Marco Friedl;CB;75;24;187;82;Bundesliga;Werder Bremen;LCB;Austria
237600;B. Srarfi;Bassem Srarfi;LM, LWB, LW;67;25;176;71;Jupiler Pro League;Zulte-Waregem;SUB;Tunisia
237601;U. Bapoh;Ulrich Bapoh Luic;CAM;63;22;177;82;3. Liga;Osnabrück;SUB;Germany
237604;A. Franco;Alan Javier Franco;CB;72;25;183;77;Major League Soccer;Atlanta United;LCB;Argentina
237612;F. Delli Carri;Filippo Delli Carri;CB;63;23;191;80;Serie B;Como;RES;Italy
237613;M. Pompetti;Marco Pompetti;CM, CDM;61;22;176;70;Serie B;Südtirol;SUB;Italy
237615;G. Poluzzi;Giacomo Poluzzi;GK;64;34;186;74;Serie B;Südtirol;GK;Italy
237619;S. Twine;Scott Edward Twine;LW, LM, CM;71;22;174;69;Championship;Burnley;SUB;England
237624;N. Kawaguchi;川口 尚紀;RB, CB, RM;62;27;177;72;J-League;Kashiwa Reysol;SUB;Japan
237626;Y. Neyou;Yvan Neyou Noupa;CDM, CM;70;25;180;63;La Liga 2;Leganés;SUB;Cameroon
237629;A. Maier;Arne Maier;CM, CDM;75;23;186;79;Bundesliga;FC Augsburg;SUB;Germany
237630;A. Pascanu;Alexandru Ștefan Pașcanu;CB;70;23;187;80;La Liga 2;Ponferradina;RCB;Romania
237631;L. Mothiba;Lebo Mothiba;ST;70;26;182;78;Ligue 1;Strasbourg;SUB;South Africa
237635;F. Pick;Florian Pick;LM, RM;67;26;176;72;2. Bundesliga;Heidenheim;SUB;Germany
237640;N. Bajrami;Nedim Bajrami;CAM, CF;76;23;179;68;Serie A;Empoli;SUB;Albania
237642;R. Petretta;Raoul Petretta;LB;71;25;175;70;Super Lig;Kasımpaşa;SUB;Italy
237646;D. Muñoz;Daniel Muñoz Mejía;RB, CB;76;26;181;73;Jupiler Pro League;Genk;RB;Colombia
237647;A. Hrustić;Ajdin Hrustić;CM, RM, CF;71;25;180;78;Serie A;Hellas Verona;SUB;Australia
237657;E. Orona;Efraín Orona Zavala;CB, CDM;60;22;182;83;Liga MX;Atlético San Luis;LB;Mexico
237658;S. Bueno;Santiago Ignacio Bueno Sciutto;CB;73;23;190;76;La Liga;Girona;RCB;Uruguay
237662;B. Lennon;Brooks Lennon;RB, RM;68;24;177;70;Major League Soccer;Atlanta United;RB;United States
237665;K. Chinen;知念 庆;ST;68;26;177;73;J-League;Kawasaki Frontale;SUB;Japan
237667;A. Al Joui;Abdullah Al Joui;LM, RM;65;27;173;67;Pro League;Al Tai;SUB;Saudi Arabia
237669;A. Zerbin;Alessio Zerbin;LW;72;23;182;80;Serie A;Napoli;SUB;Italy
237670;Bruno Xadas;Bruno Alexandre Vieira Almeida;CAM, RM, CM;70;24;179;72;Liga Portugal;Marítimo;CAM;Portugal
237677;R. McCourt;Robbie McCourt;LB, CB;59;24;178;66;Premier Division;Dundalk;SUB;Republic of Ireland
237678;I. Konaté;Ibrahima Konaté;CB;81;23;194;95;Premier League;Liverpool;SUB;France
237679;R. Kolo Muani;Randal Kolo Muani;ST, RM;81;23;187;73;Bundesliga;Eintracht Frankfurt;ST;France
237681;T. Kubo;久保 建英;RM, ST, CAM;74;21;173;67;La Liga;Real Sociedad;RS;Japan
237683;N. Holland;Nathan Elliot Holland;RW, LW;63;24;178;70;League One;Milton Keynes Dons;LW;England
237687;N. Kimura;Nozomi Seijiro Kimura Heredia;CB, RB;63;25;175;75;Primera Division;Ñublense;SUB;Chile
237688;S. Erimuya;Saturday Keigo Erimuya;CB;64;24;190;75;La Liga 2;Real Zaragoza;RES;Nigeria
237692;P. Foden;Philip Foden;LW, CF, CAM;85;22;171;69;Premier League;Manchester City;RW;England
237695;M. Ortega;Miguel René Ortega Rodríguez;GK;65;26;193;74;Liga MX;Tigres UANL;SUB;Mexico
237696;T. Warren;Tyrell Warren;RB;63;23;181;72;League Two;Barrow;RB;England
237700;T. Kehinde;Kehinde Oluwatosin;RM, LM;69;24;178;75;Superliga;Randers;RM;Nigeria
237702;M. Olosunde;Matthew Olosunde;RWB, RB;66;24;185;72;Championship;Preston North End;SUB;United States
237704;João Virgínia;João Manuel Neves Virgínia;GK;67;22;192;84;Eredivisie;SC Cambuur;GK;Portugal
237705;D. Pierias;Dylan Pierias;RM;62;22;175;72;A-League;Western United;SUB;Australia
237708;M. Sylla;Moussa Sylla;RM, ST;68;22;181;70;Eredivisie;FC Utrecht;SUB;France
237712;V. Castellanos;Valentín Mariano José Castellanos Giménez;ST;77;23;178;74;La Liga;Girona;ST;Argentina
237714;D. Ingham;Dane James Ingham;RB, LB;59;23;186;73;A-League;Newcastle Jets;SUB;New Zealand
237715;P. Cutrone;Patrick Cutrone;ST;72;24;183;79;Serie B;Como;RF;Italy
237718;S. Ambri;Steve Brahim Joshep Omar Ambri;LM, ST, LWB;65;23;178;64;Ligue 2;Sochaux;SUB;Guinea Bissau
237721;A. Al Khaibari;Abdullah Mohammed Al khaibari;CDM, CM;67;25;175;75;Pro League;Al Nassr;LDM;Saudi Arabia
237722;H. Al Geed;Hassan Mousa Alqayd;LM;58;24;169;56;Pro League;Abha;SUB;Saudi Arabia
237731;J. Hawkes;Josh Hawkes;LM, LW;62;23;180;70;League Two;Tranmere Rovers;LM;England
237739;R. Shindo;近藤 亮祐;CB;68;25;183;74;J-League;Cerezo Osaka;SUB;Japan
237742;K. Fukai;深井 一希;CM;66;26;179;80;J-League;Consadole Sapporo;SUB;Japan
237743;H. Mae;前寛 之;CM, CDM;68;25;173;70;J-League;Avispa Fukuoka;LCM;Japan
237745;H. Miyazawa;宮泽 裕樹;CB, CM;67;32;182;72;J-League;Consadole Sapporo;CB;Japan
237747;T. Arano;荒野 拓馬;CM, ST, CF;66;28;180;72;J-League;Consadole Sapporo;SUB;Japan
237749;D. Suga;菅 大輝;LM, CB;67;22;171;69;J-League;Consadole Sapporo;LM;Japan
237754;T. Inukai;犬饲 智也;CB;69;28;182;77;J-League;Urawa Reds;SUB;Japan
237757;Y. Tatsuta;立田 悠悟;CB, RB;64;23;191;81;J-League;Shimizu S-Pulse;SUB;Japan
237758;K. Matsubara;松原 後;LB, LWB;67;24;182;72;Jupiler Pro League;Sint-Truiden;LWB;Japan
237764;R. Takeuchi;竹内 涼;CDM, CM;67;30;173;67;J-League;Shimizu S-Pulse;LCM;Japan
237768;R. Shirasaki;白崎 凌兵;LM, CM;66;28;181;70;J-League;Shimizu S-Pulse;SUB;Japan
237769;K. Kitagawa;北川 航也;ST, CAM, CF;65;24;180;74;Bundesliga;Rapid Vienna;SUB;Japan
237776;K. Tanno;丹野 研太;GK;63;35;186;80;J-League;Kawasaki Frontale;SUB;Japan
237779;T. Yamashita;山下 達也;CB;62;33;182;73;J-League;Cerezo Osaka;SUB;Japan
237780;K. Yamamura;山村 和也;CB, CM, ST;68;31;186;80;J-League;Kawasaki Frontale;RCB;Japan
237784;Y. Maruhashi;丸橋 祐介;LB, LM;70;30;178;73;J-League;Cerezo Osaka;SUB;Japan
237786;K. Funaki;舩木 翔;LB, LM, RM;64;23;177;65;J-League;Cerezo Osaka;SUB;Japan
237789;Y. Kimoto;木本 恭生;CB, CDM, CM;67;27;183;78;J-League;Tokyo;RCB;Japan
237794;T. Kishimoto;岸本 武流;RB, ST;65;23;174;66;J-League;Shimizu S-Pulse;SUB;Japan
237797;K. Sekiguchi;関口 訓充;CAM, CM, RM;67;35;171;66;J-League;Vegalta Sendai;LM;Japan
237802;C. Haas;Christoph Haas;GK;62;28;190;88;Bundesliga;Ried;SUB;Austria
237809;J. Bowler;Josh Bowler;RM, LM, RW;70;23;175;75;Championship;Blackpool;SUB;England
237819;N. Domínguez;Nicolás Martín Domínguez;CM, CDM;76;24;179;73;Serie A;Bologna;RDM;Argentina
237821;I. Oda;纲田 樹;RB, LB;64;22;173;68;J-League;Kashima Antlers;SUB;Japan
237823;H. Abe;安部 裕葵;LW, RW;63;23;171;65;La Liga;FC Barcelona;RES;Japan
237825;N. Kirby;Nya Jerome Kirby;LW, CM;60;21;174;66;Premier League;Crystal Palace;RES;England
237833;M. Harris;Mark Thomas Harris;ST, LW;66;23;182;75;Championship;Cardiff City;SUB;Wales
237838;L. Banks;Lewis Banks;RB;60;25;183;72;Premier Division;Sligo Rovers;RB;England
237840;M. Andersen;Magnus Kofod Andersen;CM, CDM;71;23;175;64;Serie B;Venezia;SUB;Denmark
237841;M. Murillo;Michael Amir Murillo Bermudez;RB, RWB, RM;73;26;184;75;Jupiler Pro League;Anderlecht;RB;Panama
237842;D. Jarvis;Daniel Adam Jarvis;CM;60;23;171;73;National League;Wrexham;SUB;England
237848;E. Zaldívar;Edgar Zaldivar Valverde;CDM, CM;69;24;175;72;Liga MX;Atlas;RCM;Mexico
237860;K. McAllister;Kyle McAllister;LWB;63;23;175;75;League One;Forest Green Rovers;LWB;Scotland
237863;A. Keena;Aidan Keena;ST, CAM;63;23;180;68;Premier Division;Sligo Rovers;ST;Republic of Ireland
237867;D. Cancola;David Cancola;CDM;63;25;183;73;Premiership;Ross County;SUB;Austria
237871;J. Holsgrove;Jordan Holsgrove;CM, RM, LM;67;22;180;73;Liga Portugal;Paços de Ferreira;SUB;Scotland
237874;T. Frost;Tyler Jayden Frost;LM, RM;57;22;172;75;League Two;Harrogate Town;SUB;England
237875;R. Schlegel;Rodrigo Adrián Schlegel;CB;64;25;180;82;Major League Soccer;Orlando City;RCB;Argentina
